scenario,run,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,label,rule_label,rule_pkce_weak,rule_redirect_suspicious,rule_refresh_abuse,rule_auth_error,rule_token_error
no_pkce_accepted,147,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,148,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,149,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,15,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,150,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,151,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,152,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,153,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,154,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,155,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,16,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,17,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,18,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,19,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,20,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,21,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,22,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,23,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,24,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,25,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,26,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,27,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,28,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,29,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,30,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,31,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,32,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,33,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,34,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,35,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,36,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,37,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,38,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,39,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,40,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,41,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,42,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,43,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,44,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,45,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,46,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,47,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,48,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,49,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,5,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,50,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,51,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,52,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,53,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,54,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,55,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,56,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,57,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,58,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,59,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,6,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,60,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,61,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,62,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,63,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,64,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,65,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,66,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,67,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,68,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,69,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,0
no_pkce_accepted,7,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,no_pkce_rejected,1,0,0,0,1
no_pkce_accepted,70,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1,0,0,1,no_pkce_rejected,1,0,0,0,1
